Days,Date,Close,Net,%Chg,Open,Low,High
1413,12/21/2016,130.76,-0.25,-0.19%,130.76,130.76,130.76
1414,12/22/2016,132.04,1.28,0.98%,132.04,132.04,132.04
1415,12/23/2016,131.91,-0.13,-0.10%,131.91,131.91,131.91
1416,12/28/2016,131.47,-0.44,-0.33%,131.47,131.47,131.47
1417,12/29/2016,131.3,-0.17,-0.13%,131.3,131.3,131.3
1418,12/30/2016,133.34,2.04,1.55%,133.34,133.34,133.34
1419,1/3/2017,132.61,-0.73,-0.55%,132.61,132.61,132.61
1420,1/4/2017,132.27,-0.34,-0.26%,132.27,132.27,132.27
1421,1/5/2017,131.45,-0.82,-0.62%,131.45,131.45,131.45
1422,1/6/2017,129.76,-1.69,-1.29%,129.76,129.76,129.76
1423,1/9/2017,128.86,-0.9,-0.69%,128.86,128.86,128.86
1424,1/10/2017,127.22,-1.64,-1.27%,127.22,127.22,127.22
1425,1/11/2017,125.76,-1.46,-1.15%,125.76,125.76,125.76
1426,1/12/2017,124.75,-1.01,-0.80%,124.75,124.75,124.75
1427,1/13/2017,123.94,-0.81,-0.65%,123.94,123.94,123.94
1428,1/16/2017,124.27,0.33,0.27%,124.27,124.27,124.27
1429,1/17/2017,124.09,-0.18,-0.14%,124.09,124.09,124.09
1430,1/18/2017,124.19,0.1,0.08%,124.19,124.19,124.19
1431,1/19/2017,124.21,0.02,0.02%,124.21,124.21,124.21
1432,1/20/2017,124.04,-0.17,-0.14%,124.04,124.04,124.04
1433,1/23/2017,124.06,0.02,0.02%,124.06,124.06,124.06
1434,1/24/2017,123.29,-0.77,-0.62%,123.29,123.29,123.29
1435,1/25/2017,122.77,-0.52,-0.42%,122.77,122.77,122.77
1436,1/26/2017,122.42,-0.35,-0.29%,122.42,122.42,122.42
1437,1/27/2017,122.28,-0.14,-0.11%,122.28,122.28,122.28
1438,1/30/2017,121.26,-1.02,-0.83%,121.26,121.26,121.26
1439,1/31/2017,122.23,0.97,0.80%,122.23,122.23,122.23
1440,2/1/2017,122.77,0.54,0.44%,122.77,122.77,122.77
1441,2/2/2017,123.43,0.66,0.54%,123.43,123.43,123.43
1442,2/3/2017,124.19,0.76,0.62%,124.19,124.19,124.19
1443,2/6/2017,125.06,0.87,0.70%,125.06,125.06,125.06
1444,2/7/2017,125,-0.06,-0.05%,125,125,125
1445,2/8/2017,125.03,0.03,0.02%,125.03,125.03,125.03
1446,2/9/2017,125.19,0.16,0.13%,125.19,125.19,125.19
1447,2/10/2017,125.45,0.26,0.21%,125.45,125.45,125.45
1448,2/13/2017,125.11,-0.34,-0.27%,125.11,125.11,125.11
1449,2/14/2017,124.95,-0.16,-0.13%,124.95,124.95,124.95
1450,2/15/2017,124.91,-0.04,-0.03%,124.91,124.91,124.91
1451,2/16/2017,125.33,0.42,0.34%,125.33,125.33,125.33
1452,2/17/2017,124.93,-0.4,-0.32%,124.93,124.93,124.93
1453,2/20/2017,124.66,-0.27,-0.22%,124.66,124.66,124.66
1454,2/21/2017,124.93,0.27,0.22%,124.93,124.93,124.93
1455,2/22/2017,125.39,0.46,0.37%,125.39,125.39,125.39
1456,2/23/2017,125.93,0.54,0.43%,125.93,125.93,125.93
1457,2/24/2017,126.53,0.6,0.48%,126.53,126.53,126.53
1458,2/27/2017,125.88,-0.65,-0.51%,125.88,125.88,125.88
1459,2/28/2017,124.89,-0.99,-0.79%,124.89,124.89,124.89
1460,3/1/2017,122.65,-2.24,-1.79%,122.65,122.65,122.65
1461,3/2/2017,122.33,-0.32,-0.26%,122.33,122.33,122.33
1462,3/3/2017,121.73,-0.6,-0.49%,121.73,121.73,121.73
1463,3/6/2017,121.43,-0.3,-0.25%,121.43,121.43,121.43
1464,3/7/2017,120.96,-0.47,-0.39%,120.96,120.96,120.96
1465,3/8/2017,119.62,-1.34,-1.11%,119.62,119.62,119.62
1466,3/9/2017,119.85,0.23,0.19%,119.85,119.85,119.85
1467,3/10/2017,122.47,2.62,2.19%,122.47,122.47,122.47
1468,3/13/2017,124.55,2.08,1.70%,124.55,124.55,124.55
1469,3/14/2017,126.79,2.24,1.80%,126.79,126.79,126.79
1470,3/15/2017,125.3,-1.49,-1.18%,125.3,125.3,125.3
1471,3/16/2017,124.76,-0.54,-0.43%,124.76,124.76,124.76
1472,3/17/2017,126.61,1.85,1.48%,126.61,126.61,126.61
1473,3/20/2017,127.2,0.59,0.47%,127.2,127.2,127.2
1474,3/21/2017,127.78,0.58,0.46%,127.78,127.78,127.78
1475,3/22/2017,128.38,0.6,0.47%,128.38,128.38,128.38
1476,3/23/2017,129.9,1.52,1.18%,129.9,129.9,129.9
1477,3/24/2017,130.61,0.71,0.55%,130.61,130.61,130.61
1478,3/27/2017,131.42,0.81,0.62%,131.42,131.42,131.42
1479,3/28/2017,131.52,0.1,0.08%,131.52,131.52,131.52
1480,3/29/2017,130.61,-0.91,-0.69%,130.61,130.61,130.61
1481,3/30/2017,130.43,-0.18,-0.14%,130.43,130.43,130.43
1482,3/31/2017,130.51,0.08,0.06%,130.51,130.51,130.51
1483,4/3/2017,131.5,0.99,0.76%,131.5,131.5,131.5
1484,4/4/2017,131.19,-0.31,-0.24%,131.19,131.19,131.19
1485,4/5/2017,131.32,0.13,0.10%,131.32,131.32,131.32
1486,4/6/2017,132.63,1.31,1.00%,132.63,132.63,132.63
1487,4/7/2017,132.95,0.32,0.24%,132.95,132.95,132.95
1488,4/10/2017,133.3,0.35,0.26%,133.3,133.3,133.3
1489,4/11/2017,133.45,0.15,0.11%,133.45,133.45,133.45
1490,4/12/2017,134.56,1.11,0.83%,134.56,134.56,134.56
1491,4/13/2017,135.08,0.52,0.39%,135.08,135.08,135.08
1492,4/19/2017,133.81,-1.27,-0.94%,133.81,133.81,133.81
1493,4/20/2017,133.78,-0.03,-0.02%,133.78,133.78,133.78
1494,4/21/2017,133.5,-0.28,-0.21%,133.5,133.5,133.5
1495,4/24/2017,133.65,0.15,0.11%,133.65,133.65,133.65
1496,4/25/2017,132.71,-0.94,-0.70%,132.71,132.71,132.71
1497,4/26/2017,133.13,0.42,0.32%,133.13,133.13,133.13
1498,4/27/2017,133.24,0.11,0.08%,133.24,133.24,133.24
1499,4/28/2017,133.28,0.04,0.03%,133.28,133.28,133.28
1500,5/2/2017,134,0.72,0.54%,134,134,134
1501,5/3/2017,134.07,0.07,0.05%,134.07,134.07,134.07
1502,5/4/2017,134.58,0.51,0.38%,134.58,134.58,134.58
1503,5/5/2017,135.22,0.64,0.48%,135.22,135.22,135.22
1504,5/8/2017,136.82,1.6,1.18%,136.82,136.82,136.82
1505,5/9/2017,135.96,-0.86,-0.63%,135.96,135.96,135.96
1506,5/10/2017,135.88,-0.08,-0.06%,135.88,135.88,135.88
1507,5/11/2017,137.64,1.76,1.30%,137.64,137.64,137.64
1508,5/12/2017,137.8,0.16,0.12%,137.8,137.8,137.8
1509,5/15/2017,137.77,-0.03,-0.02%,137.77,137.77,137.77
1510,5/16/2017,137.67,-0.1,-0.07%,137.67,137.67,137.67
1511,5/17/2017,137.12,-0.55,-0.40%,137.12,137.12,137.12
1512,5/18/2017,138.85,1.73,1.26%,138.85,138.85,138.85
1513,5/19/2017,139.46,0.61,0.44%,139.46,139.46,139.46
1514,5/22/2017,140.83,1.37,0.98%,140.83,140.83,140.83
1515,5/23/2017,140.77,-0.06,-0.04%,140.77,140.77,140.77
1516,5/24/2017,143.48,2.71,1.93%,143.48,143.48,143.48
1517,5/25/2017,145.55,2.07,1.44%,145.55,145.55,145.55
1518,5/26/2017,147.07,1.52,1.04%,147.07,147.07,147.07
1519,5/29/2017,145.59,-1.48,-1.01%,145.59,145.59,145.59
1520,5/30/2017,144.62,-0.97,-0.67%,144.62,144.62,144.62
1521,5/31/2017,148.4,3.78,2.61%,148.4,148.4,148.4
1522,6/2/2017,150.08,1.68,1.13%,150.08,150.08,150.08
1523,6/5/2017,149.63,-0.45,-0.30%,149.63,149.63,149.63
1524,6/6/2017,148.25,-1.38,-0.92%,148.25,148.25,148.25
1525,6/7/2017,149.29,1.04,0.70%,149.29,149.29,149.29
1526,6/8/2017,149.28,-0.01,-0.01%,149.28,149.28,149.28
1527,6/9/2017,150.53,1.25,0.84%,150.53,150.53,150.53
1528,6/12/2017,150.42,-0.11,-0.07%,150.42,150.42,150.42
1529,6/13/2017,152.93,2.51,1.67%,152.93,152.93,152.93
1530,6/14/2017,152.05,-0.88,-0.58%,152.05,152.05,152.05
1531,6/15/2017,152.94,0.89,0.59%,152.94,152.94,152.94
1532,6/16/2017,154.08,1.14,0.75%,154.08,154.08,154.08
1533,6/19/2017,152.97,-1.11,-0.72%,152.97,152.97,152.97
1534,6/20/2017,152.74,-0.23,-0.15%,152.74,152.74,152.74
1535,6/21/2017,153.23,0.49,0.32%,153.23,153.23,153.23
1536,6/22/2017,154.35,1.12,0.73%,154.35,154.35,154.35
1537,6/23/2017,154.59,0.24,0.16%,154.59,154.59,154.59
1538,6/27/2017,155.56,0.97,0.63%,155.56,155.56,155.56
1539,6/28/2017,154.32,-1.24,-0.80%,154.32,154.32,154.32
1540,6/29/2017,153.22,-1.1,-0.71%,153.22,153.22,153.22
1541,6/30/2017,152.92,-0.3,-0.20%,152.92,152.92,152.92
1542,7/3/2017,152.63,-0.29,-0.19%,152.63,152.63,152.63
1543,7/4/2017,151.88,-0.75,-0.49%,151.88,151.88,151.88
1544,7/5/2017,151.35,-0.53,-0.35%,151.35,151.35,151.35
1545,7/6/2017,151.5,0.15,0.10%,151.5,151.5,151.5
1546,7/7/2017,152.24,0.74,0.49%,152.24,152.24,152.24
1547,7/10/2017,152.12,-0.12,-0.08%,152.12,152.12,152.12
1548,7/11/2017,152.19,0.07,0.05%,152.19,152.19,152.19
1549,7/12/2017,152.56,0.37,0.24%,152.56,152.56,152.56
1550,7/13/2017,152.99,0.43,0.28%,152.99,152.99,152.99
1551,7/14/2017,153.13,0.14,0.09%,153.13,153.13,153.13
1552,7/17/2017,153.63,0.5,0.33%,153.63,153.63,153.63
1553,7/18/2017,154.06,0.43,0.28%,154.06,154.06,154.06
1554,7/19/2017,154.19,0.13,0.08%,154.19,154.19,154.19
1555,7/20/2017,154.31,0.12,0.08%,154.31,154.31,154.31
1556,7/21/2017,155.3,0.99,0.64%,155.3,155.3,155.3
1557,7/24/2017,156.11,0.81,0.52%,156.11,156.11,156.11
1558,7/25/2017,157.05,0.94,0.60%,157.05,157.05,157.05
1559,7/26/2017,158.35,1.3,0.83%,158.35,158.35,158.35
1560,7/27/2017,158.4,0.05,0.03%,158.4,158.4,158.4
1561,7/28/2017,161.18,2.78,1.76%,161.18,161.18,161.18
1562,7/31/2017,161.35,0.17,0.11%,161.35,161.35,161.35
1563,8/1/2017,158.35,-3,-1.86%,158.35,158.35,158.35
1564,8/2/2017,158.94,0.59,0.37%,158.94,158.94,158.94
1565,8/3/2017,158.94,0,0.00%,158.94,158.94,158.94
1566,8/4/2017,158.17,-0.77,-0.48%,158.17,158.17,158.17
1567,8/7/2017,158.83,0.66,0.42%,158.83,158.83,158.83
1568,8/9/2017,160.54,1.71,1.08%,160.54,160.54,160.54
1569,8/10/2017,162.74,2.2,1.37%,162.74,162.74,162.74
1570,8/11/2017,165,2.26,1.39%,165,165,165
1571,8/14/2017,168.81,3.81,2.31%,168.81,168.81,168.81
1572,8/15/2017,168.71,-0.1,-0.06%,168.71,168.71,168.71
1573,8/16/2017,166.79,-1.92,-1.14%,166.79,166.79,166.79
1574,8/17/2017,166.08,-0.71,-0.43%,166.08,166.08,166.08
1575,8/18/2017,165.2,-0.88,-0.53%,165.2,165.2,165.2
1576,8/21/2017,166.61,1.41,0.85%,166.61,166.61,166.61
1577,8/22/2017,166.57,-0.04,-0.02%,166.57,166.57,166.57
1578,8/23/2017,167.53,0.96,0.58%,167.53,167.53,167.53
1579,8/24/2017,168.69,1.16,0.69%,168.69,168.69,168.69
1580,8/25/2017,172.31,3.62,2.15%,172.31,172.31,172.31
1581,8/28/2017,173.47,1.16,0.67%,173.47,173.47,173.47
1582,8/29/2017,172.75,-0.72,-0.42%,172.75,172.75,172.75
1583,8/30/2017,171.21,-1.54,-0.89%,171.21,171.21,171.21
1584,8/31/2017,169.16,-2.05,-1.20%,169.16,169.16,169.16
1585,9/1/2017,162.91,-6.25,-3.69%,162.91,162.91,162.91
1586,9/4/2017,160.33,-2.58,-1.58%,160.33,160.33,160.33
1587,9/5/2017,161.9,1.57,0.98%,161.9,161.9,161.9
1588,9/6/2017,162.27,0.37,0.23%,162.27,162.27,162.27
1589,9/7/2017,164,1.73,1.07%,164,164,164
1590,9/8/2017,165.65,1.65,1.01%,165.65,165.65,165.65
1591,9/11/2017,166.32,0.67,0.40%,166.32,166.32,166.32
1592,9/12/2017,166.76,0.44,0.26%,166.76,166.76,166.76
1593,9/13/2017,164.17,-2.59,-1.55%,164.17,164.17,164.17
1594,9/14/2017,164.48,0.31,0.19%,164.48,164.48,164.48
1595,9/15/2017,164.49,0.01,0.01%,164.49,164.49,164.49
1596,9/18/2017,162.03,-2.46,-1.50%,162.03,162.03,162.03
1597,9/19/2017,163.94,1.91,1.18%,163.94,163.94,163.94
1598,9/20/2017,164.78,0.84,0.51%,164.78,164.78,164.78
1599,9/21/2017,166.02,1.24,0.75%,166.02,166.02,166.02
1600,9/22/2017,165.91,-0.11,-0.07%,165.91,165.91,165.91
1601,9/25/2017,165.72,-0.19,-0.11%,165.72,165.72,165.72
1602,9/26/2017,166.02,0.3,0.18%,166.02,166.02,166.02
1603,9/27/2017,165.01,-1.01,-0.61%,165.01,165.01,165.01
1604,9/28/2017,163.38,-1.63,-0.99%,163.38,163.38,163.38
1605,9/29/2017,162.21,-1.17,-0.72%,162.21,162.21,162.21
1606,10/2/2017,161.17,-1.04,-0.64%,161.17,161.17,161.17
1607,10/3/2017,162.09,0.92,0.57%,162.09,162.09,162.09
1608,10/4/2017,161.56,-0.53,-0.33%,161.56,161.56,161.56
1609,10/5/2017,160.97,-0.59,-0.37%,160.97,160.97,160.97
1610,10/6/2017,160.71,-0.26,-0.16%,160.71,160.71,160.71
1611,10/9/2017,161.03,0.32,0.20%,161.03,161.03,161.03
1612,10/10/2017,160.85,-0.18,-0.11%,160.85,160.85,160.85
1613,10/11/2017,159.78,-1.07,-0.67%,159.78,159.78,159.78
1614,10/12/2017,159.1,-0.68,-0.43%,159.1,159.1,159.1
1615,10/13/2017,159.25,0.15,0.09%,159.25,159.25,159.25
1616,10/16/2017,158.52,-0.73,-0.46%,158.52,158.52,158.52
1617,10/17/2017,157.44,-1.08,-0.68%,157.44,157.44,157.44
1618,10/18/2017,156.66,-0.78,-0.50%,156.66,156.66,156.66
1619,10/19/2017,154.93,-1.73,-1.10%,154.93,154.93,154.93
1620,10/23/2017,156.07,1.14,0.74%,156.07,156.07,156.07
1621,10/24/2017,158.11,2.04,1.31%,158.11,158.11,158.11
1622,10/27/2017,159.87,1.76,1.11%,159.87,159.87,159.87
1623,10/30/2017,160.11,0.24,0.15%,160.11,160.11,160.11
1624,10/31/2017,161.99,1.88,1.17%,161.99,161.99,161.99
1625,11/1/2017,163.96,1.97,1.22%,163.96,163.96,163.96
1626,11/2/2017,163.48,-0.48,-0.29%,163.48,163.48,163.48
1627,11/3/2017,164.5,1.02,0.62%,164.5,164.5,164.5
1628,11/6/2017,163.09,-1.41,-0.86%,163.09,163.09,163.09
1629,11/7/2017,161.34,-1.75,-1.07%,161.34,161.34,161.34
1630,11/8/2017,161.99,0.65,0.40%,161.99,161.99,161.99
1631,11/9/2017,161.76,-0.23,-0.14%,161.76,161.76,161.76
1632,11/10/2017,160.97,-0.79,-0.49%,160.97,160.97,160.97
1633,11/13/2017,160.34,-0.63,-0.39%,160.34,160.34,160.34
1634,11/14/2017,160.01,-0.33,-0.21%,160.01,160.01,160.01
1635,11/15/2017,161.64,1.63,1.02%,161.64,161.64,161.64
1636,11/16/2017,162.5,0.86,0.53%,162.5,162.5,162.5
1637,11/17/2017,163.13,0.63,0.39%,163.13,163.13,163.13
1638,11/20/2017,164.82,1.69,1.04%,164.82,164.82,164.82
1639,11/21/2017,168.27,3.45,2.09%,168.27,168.27,168.27
1640,11/22/2017,172.17,3.9,2.32%,172.17,172.17,172.17
1641,11/23/2017,167.9,-4.27,-2.48%,167.9,167.9,167.9
1642,11/24/2017,168.43,0.53,0.32%,168.43,168.43,168.43
1643,11/27/2017,170.8,2.37,1.41%,170.8,170.8,170.8
1644,11/29/2017,172.73,1.93,1.13%,172.73,172.73,172.73
1645,11/30/2017,172.92,0.19,0.11%,172.92,172.92,172.92
1646,12/1/2017,173.08,0.16,0.09%,173.08,173.08,173.08
1647,12/4/2017,173.61,0.53,0.31%,173.61,173.61,173.61
1648,12/5/2017,173.3,-0.31,-0.18%,173.3,173.3,173.3
1649,12/6/2017,173.63,0.33,0.19%,173.63,173.63,173.63
1650,12/7/2017,175.08,1.45,0.84%,175.08,175.08,175.08
1651,12/8/2017,175.27,0.19,0.11%,175.27,175.27,175.27
1652,12/11/2017,176,0.73,0.42%,176,176,176
1653,12/13/2017,174.14,-1.86,-1.06%,174.14,174.14,174.14
1654,12/14/2017,172.88,-1.26,-0.72%,172.88,172.88,172.88
1655,12/15/2017,172.15,-0.73,-0.42%,172.15,172.15,172.15
1656,12/18/2017,170.59,-1.56,-0.91%,170.59,170.59,170.59
1657,12/19/2017,170.16,-0.43,-0.25%,170.16,170.16,170.16
1658,12/20/2017,169.99,-0.17,-0.10%,169.99,169.99,169.99
1659,12/21/2017,171.36,1.37,0.81%,171.36,171.36,171.36
1660,12/22/2017,171.62,0.26,0.15%,171.62,171.62,171.62
1661,12/27/2017,170,-1.62,-0.94%,170,170,170
1662,12/28/2017,169.64,-0.36,-0.21%,169.64,169.64,169.64
1663,12/29/2017,171.2,1.56,0.92%,171.2,171.2,171.2
1664,1/2/2018,171.16,-0.04,-0.02%,171.16,171.16,171.16
1665,1/3/2018,170.98,-0.18,-0.11%,170.98,170.98,170.98
1666,1/4/2018,171.67,0.69,0.40%,171.67,171.67,171.67
1667,1/5/2018,174.17,2.5,1.46%,174.17,174.17,174.17
1668,1/8/2018,173.93,-0.24,-0.14%,173.93,173.93,173.93
1669,1/9/2018,174.14,0.21,0.12%,174.14,174.14,174.14
1670,1/10/2018,173.76,-0.38,-0.22%,173.76,173.76,173.76
1671,1/11/2018,174.2,0.44,0.25%,174.2,174.2,174.2
1672,1/12/2018,176.07,1.87,1.07%,176.07,176.07,176.07
1673,1/15/2018,177.37,1.3,0.74%,177.37,177.37,177.37
1674,1/16/2018,177.83,0.46,0.26%,177.83,177.83,177.83
1675,1/17/2018,177.67,-0.16,-0.09%,177.67,177.67,177.67
1676,1/18/2018,178.49,0.82,0.46%,178.49,178.49,178.49
1677,1/19/2018,180.17,1.68,0.94%,180.17,180.17,180.17
1678,1/22/2018,179.81,-0.36,-0.20%,179.81,179.81,179.81
1679,1/23/2018,180.43,0.62,0.34%,180.43,180.43,180.43
1680,1/24/2018,179.44,-0.99,-0.55%,179.44,179.44,179.44
1681,1/25/2018,180.55,1.11,0.62%,180.55,180.55,180.55
1682,1/26/2018,181.69,1.14,0.63%,181.69,181.69,181.69
1683,1/29/2018,181.16,-0.53,-0.29%,181.16,181.16,181.16
1684,1/30/2018,181.04,-0.12,-0.07%,181.04,181.04,181.04
1685,1/31/2018,180.6,-0.44,-0.24%,180.6,180.6,180.6
1686,2/1/2018,181.57,0.97,0.54%,181.57,181.57,181.57
1687,2/2/2018,181.69,0.12,0.07%,181.69,181.69,181.69
1688,2/5/2018,181.91,0.22,0.12%,181.91,181.91,181.91
1689,2/6/2018,181.38,-0.53,-0.29%,181.38,181.38,181.38
1690,2/7/2018,178.11,-3.27,-1.80%,178.11,178.11,178.11
1691,2/8/2018,180.39,2.28,1.28%,180.39,180.39,180.39
1692,2/9/2018,179.96,-0.43,-0.24%,179.96,179.96,179.96
1693,2/12/2018,177.78,-2.18,-1.21%,177.78,177.78,177.78
1694,2/13/2018,178.35,0.57,0.32%,178.35,178.35,178.35
1695,2/14/2018,178.96,0.61,0.34%,178.96,178.96,178.96
1696,2/15/2018,178.66,-0.3,-0.17%,178.66,178.66,178.66
1697,2/16/2018,180.25,1.59,0.89%,180.25,180.25,180.25
1698,2/19/2018,180.21,-0.04,-0.02%,180.21,180.21,180.21
1699,2/20/2018,181.74,1.53,0.85%,181.74,181.74,181.74
1700,2/21/2018,181.71,-0.03,-0.02%,181.71,181.71,181.71
1701,2/22/2018,180.75,-0.96,-0.53%,180.75,180.75,180.75
1702,2/23/2018,180.78,0.03,0.02%,180.78,180.78,180.78
1703,2/26/2018,180.64,-0.14,-0.08%,180.64,180.64,180.64
1704,2/27/2018,180.68,0.04,0.02%,180.68,180.68,180.68
1705,2/28/2018,181.77,1.09,0.60%,181.77,181.77,181.77
1706,3/1/2018,181.99,0.22,0.12%,181.99,181.99,181.99
1707,3/2/2018,181.26,-0.73,-0.40%,181.26,181.26,181.26
1708,3/5/2018,180.91,-0.35,-0.19%,180.91,180.91,180.91
1709,3/6/2018,181.02,0.11,0.06%,181.02,181.02,181.02
1710,3/7/2018,182.16,1.14,0.63%,182.16,182.16,182.16
1711,3/8/2018,181.27,-0.89,-0.49%,181.27,181.27,181.27
1712,3/9/2018,180.6,-0.67,-0.37%,180.6,180.6,180.6
1713,3/12/2018,181.25,0.65,0.36%,181.25,181.25,181.25
1714,3/13/2018,182.74,1.49,0.82%,182.74,182.74,182.74
1715,3/14/2018,183.57,0.83,0.45%,183.57,183.57,183.57
1716,3/15/2018,182.88,-0.69,-0.38%,182.88,182.88,182.88
1717,3/16/2018,184.09,1.21,0.66%,184.09,184.09,184.09
1718,3/19/2018,186.65,2.56,1.39%,186.65,186.65,186.65
1719,3/20/2018,188.61,1.96,1.05%,188.61,188.61,188.61
1720,3/21/2018,190.45,1.84,0.98%,190.45,190.45,190.45
1721,3/22/2018,191.67,1.22,0.64%,191.67,191.67,191.67
1722,3/23/2018,192.17,0.5,0.26%,192.17,192.17,192.17
1723,3/26/2018,191.44,-0.73,-0.38%,191.44,191.44,191.44
1724,3/27/2018,190.54,-0.9,-0.47%,190.54,190.54,190.54
1725,3/28/2018,189.34,-1.2,-0.63%,189.34,189.34,189.34
1726,3/29/2018,191.23,1.89,1.00%,191.23,191.23,191.23
1727,4/3/2018,191.92,0.69,0.36%,191.92,191.92,191.92
1728,4/4/2018,193.9,1.98,1.03%,193.9,193.9,193.9
1729,4/5/2018,196.57,2.67,1.38%,196.57,196.57,196.57
1730,4/6/2018,194.86,-1.71,-0.87%,194.86,194.86,194.86
1731,4/9/2018,193.06,-1.8,-0.92%,193.06,193.06,193.06
1732,4/10/2018,193.2,0.14,0.07%,193.2,193.2,193.2
1733,4/11/2018,194.16,0.96,0.50%,194.16,194.16,194.16
1734,4/12/2018,192.82,-1.34,-0.69%,192.82,192.82,192.82
1735,4/13/2018,191.35,-1.47,-0.76%,191.35,191.35,191.35
1736,4/16/2018,189.67,-1.68,-0.88%,189.67,189.67,189.67
1737,4/17/2018,186.85,-2.82,-1.49%,186.85,186.85,186.85
1738,4/18/2018,184.85,-2,-1.07%,184.85,184.85,184.85
1739,4/19/2018,183.68,-1.17,-0.63%,183.68,183.68,183.68
1740,4/20/2018,182.73,-0.95,-0.52%,182.73,182.73,182.73
1741,4/23/2018,180.67,-2.06,-1.13%,180.67,180.67,180.67
1742,4/24/2018,179.96,-0.71,-0.39%,179.96,179.96,179.96
1743,4/25/2018,180.54,0.58,0.32%,180.54,180.54,180.54
1744,4/26/2018,179.79,-0.75,-0.42%,179.79,179.79,179.79
1745,4/27/2018,179.48,-0.31,-0.17%,179.48,179.48,179.48
1746,4/30/2018,179.53,0.05,0.03%,179.53,179.53,179.53
1747,5/2/2018,175.84,-3.69,-2.06%,175.84,175.84,175.84
1748,5/3/2018,174.96,-0.88,-0.50%,174.96,174.96,174.96
1749,5/4/2018,179.36,4.4,2.51%,179.36,179.36,179.36
1750,5/7/2018,179.25,-0.11,-0.06%,179.25,179.25,179.25
1751,5/8/2018,178.74,-0.51,-0.28%,178.74,178.74,178.74
1752,5/9/2018,181.18,2.44,1.37%,181.18,181.18,181.18
1753,5/10/2018,178.25,-2.93,-1.62%,178.25,178.25,178.25
1754,5/11/2018,176.74,-1.51,-0.85%,176.74,176.74,176.74
1755,5/14/2018,175.34,-1.4,-0.79%,175.34,175.34,175.34
1756,5/15/2018,174.87,-0.47,-0.27%,174.87,174.87,174.87
1757,5/16/2018,177.62,2.75,1.57%,177.62,177.62,177.62
1758,5/17/2018,178.76,1.14,0.64%,178.76,178.76,178.76
1759,5/18/2018,179.25,0.49,0.27%,179.25,179.25,179.25
1760,5/21/2018,177.72,-1.53,-0.85%,177.72,177.72,177.72
1761,5/22/2018,178.14,0.42,0.24%,178.14,178.14,178.14
1762,5/23/2018,177.04,-1.1,-0.62%,177.04,177.04,177.04
1763,5/24/2018,176.56,-0.48,-0.27%,176.56,176.56,176.56
1764,5/25/2018,175.37,-1.19,-0.67%,175.37,175.37,175.37
1765,5/28/2018,174.73,-0.64,-0.36%,174.73,174.73,174.73
1766,5/29/2018,174.09,-0.64,-0.37%,174.09,174.09,174.09
1767,5/30/2018,173.2,-0.89,-0.51%,173.2,173.2,173.2
1768,5/31/2018,172.53,-0.67,-0.39%,172.53,172.53,172.53
1769,6/4/2018,172.36,-0.17,-0.10%,172.36,172.36,172.36
1770,6/5/2018,173.82,1.46,0.85%,173.82,173.82,173.82
1771,6/6/2018,176.65,2.83,1.63%,176.65,176.65,176.65
1772,6/7/2018,177.03,0.38,0.22%,177.03,177.03,177.03
1773,6/8/2018,176.67,-0.36,-0.20%,176.67,176.67,176.67
1774,6/11/2018,178.29,1.62,0.92%,178.29,178.29,178.29
1775,6/12/2018,178.32,0.03,0.02%,178.32,178.32,178.32
1776,6/13/2018,178.21,-0.11,-0.06%,178.21,178.21,178.21
1777,6/14/2018,178.19,-0.02,-0.01%,178.19,178.19,178.19
1778,6/18/2018,177.73,-0.46,-0.26%,177.73,177.73,177.73
1779,6/19/2018,173.48,-4.25,-2.39%,173.48,173.48,173.48
1780,6/20/2018,170.14,-3.34,-1.93%,170.14,170.14,170.14
1781,6/21/2018,170.19,0.05,0.03%,170.19,170.19,170.19
1782,6/22/2018,172.74,2.55,1.50%,172.74,172.74,172.74
1783,6/25/2018,172.96,0.22,0.13%,172.96,172.96,172.96
1784,6/26/2018,174.1,1.14,0.66%,174.1,174.1,174.1
1785,6/27/2018,175.53,1.43,0.82%,175.53,175.53,175.53
1786,6/28/2018,175.5,-0.03,-0.02%,175.5,175.5,175.5
1787,6/29/2018,174.36,-1.14,-0.65%,174.36,174.36,174.36
1788,7/2/2018,172.71,-1.65,-0.95%,172.71,172.71,172.71
1789,7/3/2018,169.8,-2.91,-1.68%,169.8,169.8,169.8
1790,7/4/2018,171.37,1.57,0.92%,171.37,171.37,171.37
1791,7/5/2018,172.99,1.62,0.95%,172.99,172.99,172.99
1792,7/6/2018,172.95,-0.04,-0.02%,172.95,172.95,172.95
1793,7/9/2018,173.92,0.97,0.56%,173.92,173.92,173.92
1794,7/10/2018,174.16,0.24,0.14%,174.16,174.16,174.16
1795,7/11/2018,172.23,-1.93,-1.11%,172.23,172.23,172.23
1796,7/12/2018,171.86,-0.37,-0.21%,171.86,171.86,171.86
1797,7/13/2018,171.27,-0.59,-0.34%,171.27,171.27,171.27
1798,7/16/2018,171.06,-0.21,-0.12%,171.06,171.06,171.06
1799,7/17/2018,172.22,1.16,0.68%,172.22,172.22,172.22
1800,7/18/2018,173.14,0.92,0.53%,173.14,173.14,173.14
1801,7/19/2018,174.11,0.97,0.56%,174.11,174.11,174.11
1802,7/20/2018,172.37,-1.74,-1.00%,172.37,172.37,172.37
